"Name","Version","PSComputerName"
"Math Kernel Libraries (64-bit)","20.00.49152","STF131281"
"NI-MXDF 20.0.0f1","20.00.49153","STF131281"
"NI AFW Custom UI","20.00.49152","STF131281"
"NI LabVIEW Runtime 2018 SP1 f4","18.64.49152","STF131281"
"NI Logos 20.0 (64-bit)","20.00.49152","STF131281"
"NI LabVIEW 2020 (64-bit) Scripting Code Generator","20.00.49160","STF131281"
"NI LabVIEW 2020 (64-bit) VI Library","20.00.49152","STF131281"
"NI-RPC 19.0.0f0","19.00.49152","STF131281"
"Math Kernel Libraries","18.01.49152","STF131281"
"Microsoft Update Health Tools","2.81.0.0","STF131281"
"NI Sync Domain Service (64-bit) 20.0.0","20.00.49152","STF131281"
"NI-PCI Bridge Driver 20.0","20.00.49152","STF131281"
"NI-VISA SysAPI x64 support 20.0.0","20.00.49152","STF131281"
"NI Security Update (KB 67L8LCQW) (64-bit)","2.10.49152","STF131281"
"NI-VISA Serial Passport 20.0.0","20.00.49152","STF131281"
"NI-PXIPF Error 19.5.0","19.50.49152","STF131281"
"NI-DAQmx DAQ Assistant (64-bit) 20.0.0","20.00.49153","STF131281"
"NI TDM Streaming 19.0 (64-bit)","19.00.49152","STF131281"
"NI-DAQmx NI Device Monitor Support Installer 19.0.0","19.00.49152","STF131281"
"NI LabVIEW 2020 Run-Time Engine Web Server","20.00.49152","STF131281"
"Windows Firewall Configuration Provider","1.2.3412.0","STF131281"
"NI Ethernet Device Enumerator","19.00.49153","STF131281"
"NI-VISA 20.0.0 MAX Provider","20.00.49152","STF131281"
"NI DataFinder Connectivity Runtime (64-bit)","20.00.49154","STF131281"
"NI LabWindows/CVI Shared Runtime 2019","19.00.49152","STF131281"
"NI Measurement Studio Common Runtime 19.0 for .NET Framework 4.0","19.00.49152","STF131281"
"NI-VISA 64-bit Headers 20.0.0","20.00.49152","STF131281"
"NI MSI Properties","21.50.49152","STF131281"
"NI Curl 2020 SP1","20.50.49152","STF131281"
"NI-VISA Serial Passport (64-Bit) 20.0.0 64-Bit","20.00.49152","STF131281"
"NI LabVIEW 2019 Real-Time NBFifo","19.00.49152","STF131281"
"WithSecure? Elements Agent","4.38.440.0","STF131281"
"NI Measurement Studio Common Development 19.0 for .NET Framework 4.0","19.00.49152","STF131281"
"NI LabWindows/CVI 2019 .NET Reflector Library (64-bit)","19.00.49152","STF131281"
"NI LabWindows/CVI 2019 Network Streams Library (64-bit)","19.00.49152","STF131281"
"Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","9.0.30729.6161","STF131281"
"Rainbow (msi package installation)","1.73.1.0","STF131281"
"NI-PAL 20.0 for 64 Bit Windows","20.00.49152","STF131281"
"NI-VISA LabVIEW 2020 Support 64-Bit 20.0.0","20.00.49152","STF131281"
"NI Customer Experience Improvement Program","4.10.49152","STF131281"
"NI SLCP 4.1 (64-bit)","4.10.49152","STF131281"
"NI LabVIEW 2020 (64-bit) FPGA Dragonfli Comm","20.00.49152","STF131281"
"NI Assistant Framework LabVIEW 2017 Support","20.00.49152","STF131281"
"Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","9.0.30729.6161","STF131281"
"NI-DAQmx Lang Runtime 20.0 for .NET Framework 4.5","20.00.49152","STF131281"
"NI-VISA Enet Serial Passport (64-Bit) 20.0.0 64-Bit","20.00.49152","STF131281"
"NI-DAQmx Support for LabVIEW RTE 20.0","20.00.49152","STF131281"
"ProAchieve","19.4.0","STF131281"
"Math Kernel Libraries (64-bit)","18.01.49152","STF131281"
"NI-MXLC (32-bit)","20.00.49152","STF131281"
"NI-DAQmx Support for LabVIEW RTE 64 20.0 64-Bit","20.00.49152","STF131281"
"NI LabWindows/CVI 2019 Analysis Library","19.00.49152","STF131281"
"Microsoft SQL Server 2012 Native Client ","11.4.7462.6","STF131281"
"NI-DAQmx Switch Core for 64 Bit Windows 20.0.0","20.00.49152","STF131281"
"NI LabWindows/CVI Shared Runtime Core 2019","19.00.49152","STF131281"
"NI Trace Engine (64-bit)","20.00.49152","STF131281"
"NI-488.2 64-bit Documentation 20.0","20.00.49152","STF131281"
"NI-MXLC Core 64-bit 20.0.0","20.00.49152","STF131281"
"NI-DAQmx Common Digital 20.0.0","20.00.49152","STF131281"
"NI MXS 20.0.0 for 64 Bit Windows","20.00.49152","STF131281"
"NI-VISA System API Support 20.0.0","20.00.49152","STF131281"
"Microsoft Windows Desktop Runtime - 5.0.15 (x64)","40.60.31016","STF131281"
"NI-DAQmx SCXI 20.0.0","20.00.49152","STF131281"
"Duo Authentication for Windows Logon x64","4.2.0.1263","STF131281"
"NI-VISA x64 support 20.0.0","20.00.49152","STF131281"
"NI PXI Platform Framework 20.0.0","20.00.49152","STF131281"
"NI USI AOP5 DataPlugin 19.5.0","19.5.07555","STF131281"
"NI LabVIEW 2020 (64 bit) MeasAppChm File","20.00.49152","STF131281"
"Microsoft Analysis Services OLE DB Provider","15.0.2000.20","STF131281"
"Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030","11.0.61030","STF131281"
"NI LabVIEW 2020 FPGA Support for Host Analysis (64-bit)","20.00.49152","STF131281"
"NI LabVIEW 2020 (64-bit) FPGA Digital Designs","20.00.49152","STF131281"
"NI LabVIEW 2020 Help File","20.00.49152","STF131281"
"NI-488.2 MAX Support 20.0","20.00.49152","STF131281"
"NI I/O Trace 64-bit Support 20.0.0","20.00.49152","STF131281"
"NI-DAQmx Dynamic Signal Acquisition Installer 20.0.0","20.00.49152","STF131281"
"ProPortal Administration Utility","1.1.0","STF131281"
"NI Python Interface","20.00.49154","STF131281"
"NI License Manager","4.60.49152","STF131281"
"NI LabVIEW 2020 Deployment Framework","20.00.49152","STF131281"
"NI LabVIEW 2020 Compare Utility","20.00.49152","STF131281"
"NI LabVIEW Runtime 2018 SP1 Non-English Support.","18.60.49152","STF131281"
"NI-488.2 Example Common 19.0","19.00.49152","STF131281"
"NI LabVIEW (64 bit) Merge Utility 2020","20.00.49152","STF131281"
"NI DataSocket 19.0","20.00.49152","STF131281"
"NI mDNS Responder 19.0 for Windows 64-bit","19.00.49152","STF131281"
"NI-Cabled PCIe 20.0 64-bit","20.00.49152","STF131281"
"VI Package Manager 2021","21.10.49472","STF131281"
"Microsoft .NET Host FX Resolver - 5.0.15 (x64)","40.60.31015","STF131281"
"NI-VISA Development Common (32-Bit) 20.0.0","20.00.49152","STF131281"
"DameWare Mini Remote Control Service","12.2.1.27","STF131281"
"NI-VISA USB Passport (64-Bit) 20.0.0 64-Bit","20.00.49152","STF131281"
"NI LabVIEW 2020 Integer Math and Analysis (64-bit)","20.00.49152","STF131281"
"NI LabWindows/CVI Diadem Connectivity Support","19.00.49152","STF131281"
"NI System API Windows 64-bit 20.0.0","20.00.49152","STF131281"
"NI Python Interface (64-bit)","20.00.49154","STF131281"
"NI-PAL 20.0","20.00.49152","STF131281"
"NI LabVIEW Broker (64 bit)","6.83.49152","STF131281"
"NI Update Service 19.0","19.00.49152","STF131281"
"NI-PAL 19.5 64-Bit Error Files","19.50.49152","STF131281"
"NI-DAQmx DAQ Assistant 20.0.0","20.00.49153","STF131281"
"NI LabVIEW 2020 Web Services Runtime (64-bit)","20.00.49152","STF131281"
"NI Atomic PXIe Peripheral Module Driver 19.1.0","19.10.49152","STF131281"
"NI Error Reporting 2020","20.00.49152","STF131281"
"NI SSL LabVIEW 2020 RTE Support (64-bit)","20.00.49152","STF131281"
"ProPortal Training Administration Utility","1.1.0","STF131281"
"NI SSL Support (64-bit)","20.50.49152","STF131281"
"NI LabWindows/CVI 2019 ActiveX Library","19.00.49152","STF131281"
"NI LabWindows/CVI Diadem Connectivity Support","19.00.49152","STF131281"
"NI Measurement & Automation Explorer 20.0.0","20.00.49152","STF131281"
"Bonjour","3.1.0.1","STF131281"
"NI SSL LabVIEW RTE 2020 Support","20.00.49152","STF131281"
"SSMS Post Install Tasks","15.0.18206.0","STF131281"
"NI PXI Platform Services C Language Support 20.0","20.00.49152","STF131281"
"NI LabVIEW 2020 License 64-bit","20.00.49152","STF131281"
"SQL Server Management Studio for Reporting Services","15.0.18206.0","STF131281"
"NI LabVIEW 2020 (64-bit) VI Library","20.00.49152","STF131281"
"NI RTSI UI Provider for 64 Bit Windows 19.1.0","19.10.49152","STF131281"
"SQL Server Management Studio","15.0.18206.0","STF131281"
"NI DataFinder Desktop Quit","19.60.49152","STF131281"
"NI-VISA .NET Runtime 19.0.0","19.00.49152","STF131281"
"NI Remote Provider for MAX 20.0.0","20.00.49152","STF131281"
"NI-DAQmx Support for C 20.0.0","20.00.49152","STF131281"
"NI LabVIEW 2020 Help","20.00.49152","STF131281"
"NI Authentication 2020 (64-bit)","20.00.49152","STF131281"
"NI RTSI PAL Device Library Installer for 64 Bit Windows 20.0.0","20.00.49152","STF131281"
"NI LabVIEW 2020 FPGA Licensing","20.00.49152","STF131281"
"NI-DAQmx Switch Core 20.0.0","20.00.49152","STF131281"
"NI PXI Platform Services LabVIEW 2020 (64-bit) Support 20.0","20.00.49152","STF131281"
"7-Zip 22.01 (x64 edition)","22.01.00.0","STF131281"
"NI-DAQmx Support 20.0 for .NET Framework 4.5","20.00.49152","STF131281"
"Microsoft .NET Host - 5.0.15 (x64)","40.60.31015","STF131281"
"Math Kernel Libraries","20.00.49152","STF131281"
"NI System API Windows 32-bit 20.0.0","20.00.49152","STF131281"
"NI Assistant Framework 64-bit LabVIEW 2017 Support","20.00.49152","STF131281"
"NI Network Discovery 20.0","20.00.49152","STF131281"
"NI LabWindows/CVI 2019 ActiveX Library","19.00.49152","STF131281"
"NI Device Monitor 19.0","19.00.49152","STF131281"
"NI Web Pipeline 19.0","19.00.49152","STF131281"
"NI AMQP Web Services Support for NI Web Server 20.0.0","20.00.49152","STF131281"
"NI-VISA .NET Development Support 64-Bit 19.0.0","19.00.49152","STF131281"
"NI-VISA Headers 20.0.0","20.00.49152","STF131281"
"NI-488.2 C/C++ Support 20.0","20.00.49152","STF131281"
"NI Controller Driver 20.0 64-bit","20.00.49152","STF131281"
"NI LabVIEW 2020 (64-bit) VI Library","20.00.49152","STF131281"
"Google Update Helper","1.3.36.51","STF131281"
"NI Network Discovery 20.0 for Windows 64-bit","20.00.49152","STF131281"
"NI-488.2 Runtime 20.0 (64-bit)","20.00.49152","STF131281"
"NI-DAQmx 653x Installer for 64 Bit Windows 14.5.0","14.50.49152","STF131281"
"NI-MXLC LabVIEW 2020 Support","20.00.49152","STF131281"
"NI-Mesa","17.11.49152","STF131281"
"NI Xerces Delay Load 2.7.10","2.179.49152","STF131281"
"NI-DAQmx MAX Support 64-bit 20.0.0","20.00.49153","STF131281"
"NI System Web Server 2020","20.00.49152","STF131281"
"NI Variable Engine (64-bit)","20.00.49152","STF131281"
"ProObserve","18.1.1","STF131281"
"NI LabVIEW 2020 Real-Time NBFifo","20.00.49152","STF131281"
"NI-QPXI 20.0.0","20.00.49152","STF131281"
"ProSAR","19.1.1","STF131281"
"NI Physical Interface Extension Installer for 64-bit 20.0.0","20.00.49152","STF131281"
"NI LabVIEW 2020 (64-bit)","20.00.49152","STF131281"
"NI Assistant Framework 64-bit LabVIEW 2020 Support","20.00.49152","STF131281"
"Teams Machine-Wide Installer","1.3.0.13565","STF131281"
"ProEngage","19.1.3","STF131281"
"NI PXI Platform Services Store Item 20.0","20.00.49152","STF131281"
"Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40664","12.0.40664","STF131281"
"NI LabWindows/CVI 2019 .NET Library","19.00.49152","STF131281"
"NI Command Line Interface for LabVIEW","3.00.49156","STF131281"
"NI LabVIEW 2020 (64-bit) FPGA IPIN","20.00.49152","STF131281"
"NI Assistant Framework LabVIEW 2020 Support","20.00.49152","STF131281"
"NI-DAQmx Timing for 64 Bit Windows 20.0.0","20.00.49152","STF131281"
"NI LabWindows/CVI Shared Runtime 2019","19.00.49152","STF131281"
"NI SSL LabVIEW 2020 Support (64-bit)","20.00.49152","STF131281"
"NI LabWindows/CVI Real-Time Runtime 2019","19.00.49152","STF131281"
"NI Web Pipeline 19.0 (64-bit)","19.00.49152","STF131281"
"NI-APAL 19.0 Error Files","19.00.49152","STF131281"
"NI Web Server Development Support for LabVIEW 2020 64-bit","20.00.49152","STF131281"
"NI-DAQmx STC for 64 Bit Windows 20.0.0","20.00.49152","STF131281"
"NI-VISA 20.0.0 Provider 64-bit Support","20.00.49152","STF131281"
"NI-DAQmx Dynamic Signal Acquisition for 64 Bit Windows 20.0.0","20.00.49152","STF131281"
"NI System API Web-Service 32-bit 20.0.0","20.00.49152","STF131281"
"NI Software Provider for MAX 19.0.0","19.00.49152","STF131281"
"Visual Studio 2017 Isolated Shell for SSMS","15.0.28307.421","STF131281"
"NI LabWindows/CVI 2019 DataSocket Library","19.00.49152","STF131281"
"NI LabVIEW C Interface","1.04.49152","STF131281"
"NI LabVIEW 2020 (64-bit) Executable","20.00.49153","STF131281"
"NI Web Server 20.0.0","20.00.49152","STF131281"
"NI LabVIEW Runtime 2020 (64-bit)","20.00.49153","STF131281"
"NI-VISA GPIB Passport 20.0.0","20.00.49152","STF131281"
"NI MXI Manager 20.0","20.00.49152","STF131281"
"NI Microsoft Visual C++ 2015 Run-Time","14.15.49152","STF131281"
"NI-DAQmx and NI-DAQ Common Documents 20.0.0","20.00.49153","STF131281"
"NI-488.2 Utilities 19.5","19.50.49152","STF131281"
"NI-RPC 19.0.0f0 for Phar Lap ETS","19.00.49152","STF131281"
"NI RTSI PAL Device Library Installer 20.0.0","20.00.49152","STF131281"
"NI LabVIEW Broker","6.83.49152","STF131281"
"NI-DAQmx STC 20.0.0","20.00.49152","STF131281"
"NI-RoCo 20.0 (64-bit)","20.00.49152","STF131281"
"NI-488.2 Documentation 20.0","20.00.49152","STF131281"
"NI-Cabled PCIe 20.0","20.00.49152","STF131281"
"Microsoft Visual C++ 2012 x86 Additional Runtime - 11.0.61030","11.0.61030","STF131281"
"NI LabVIEW 2020 (64-bit) Search","20.00.49152","STF131281"
"NI-DIM 20.0.0 for 64-bit Windows","20.00.49152","STF131281"
"NI-ROCO Error Files 20.0.0 for 64-bit Windows","20.00.49152","STF131281"
"NI LabVIEW Runtime Interop 2020","20.00.49153","STF131281"
"NI LabWindows/CVI 2019 Network Streams Library","19.00.49152","STF131281"
"NI Launcher","20.00.49152","STF131281"
"NI LabVIEW 2020 (64-bit) FPGA DMA Port","20.00.49152","STF131281"
"Microsoft Visual C++ 2005 Redistributable","8.0.61001","STF131281"
"NI LabWindows/CVI OpenGL Library 2019","19.00.49152","STF131281"
"NI-488.2 19.0","19.00.49152","STF131281"
"NI-VISA ENET Passport 20.0.0","20.00.49152","STF131281"
"NI-ORB 20.0 for 64-bit Windows","20.00.49153","STF131281"
"Microsoft Visual C++ 2012 x64 Minimum Runtime - 11.0.61030","11.0.61030","STF131281"
"NI SSL LabVIEW RTE 2019 Support","19.00.49152","STF131281"
"NI LabVIEW 2020 Report Generation Toolkit License","20.00.49153","STF131281"
"MarcEdit 7.5","7.5.116","STF131281"
"NI Instrument IO Assistant for LabVIEW 64-bit","20.00.49152","STF131281"
"NI Hardware Configuration Importer 8.1.0","8.10.49152","STF131281"
"NI-VISA Errors x64 20.0.0","20.00.49152","STF131281"
"NI-DAQmx Lang Runtime 20.0 for .NET Framework 4.5 (64-bit)","20.00.49152","STF131281"
"NI OPC Support","20.00.49152","STF131281"
"NI Web Application Server 2020 (64-bit)","20.00.49152","STF131281"
"NI LabVIEW 2020 FPGA Error Codes","20.00.49152","STF131281"
"NI Certificates 2.0.2","2.02.49152","STF131281"
"NI-DAQmx/LabVIEW shared documentation 20.0.0","20.00.49152","STF131281"
"NI .NET Framework 4.6.2","4.63.49152","STF131281"
"NI-VISA Development Common (64-Bit) 20.0.0","20.00.49152","STF131281"
"NI LabVIEW Runtime 2020 Non-English Support.","20.00.49153","STF131281"
"Microsoft ReportViewer 2010 SP1 Redistributable (KB2549864)","10.0.40220","STF131281"
"NI-QPXI 20.0.0 for 64-bit Windows","20.00.49152","STF131281"
"NI-MDBG 20.0.0f2 for 64 Bit Windows","20.00.49154","STF131281"
"Integration Services","15.0.1900.63","STF131281"
"NI Example Finder 20.0","20.00.49152","STF131281"
"NI Package Manager Deployment Support 22.5","22.50.49189","STF131281"
"NI TDM Excel Add-In 19.0 64-bit","19.00.49152","STF131281"
"ConfigMgr 2012 Toolkit R2","5.00.7958.1151","STF131281"
"NI-VISA Documentation 20.0.0","20.00.49152","STF131281"
"NI-APAL 19.0 64-Bit Error Files","19.00.49152","STF131281"
"NI SSL Support","20.50.49152","STF131281"
"NI-488.2 Visual Basic Support 19.0","19.00.49152","STF131281"
"NI MDF Support","21.50.49152","STF131281"
"Education Software 2013 December Update","11.4.120.0","STF131281"
"NI I/O Trace 20.0.0","20.00.49152","STF131281"
"NI Remote PXI Provider for MAX 19.0.0","19.00.49152","STF131281"
"NI-DAQmx Store Product 20.0.0","20.00.49152","STF131281"
"NI LabWindows/CVI 2019 Analysis Library (64-bit)","19.00.49152","STF131281"
"NI-Farm Errors 2020 (64-bit)","20.00.49152","STF131281"
"Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40664","12.0.40664","STF131281"
"NI-Farm Client 2020 (64-bit)","20.00.49152","STF131281"
"NI LabVIEW 2020 Web Server 64-Bit","20.00.49152","STF131281"
"NI Registration Wizard","1.08.49152","STF131281"
"NI-DAQmx MX Expert Framework for 64 Bit Windows 20.0.0","20.00.32774","STF131281"
"NI-DAQmx MIO Device Drivers for 64 Bit Windows 20.0.0","20.00.32779","STF131281"
"NI Logos64 XT Support","20.00.49152","STF131281"
"NI Web Application Server 2020","20.00.49152","STF131281"
"VISA.NET Shared Components 5.11.0 (64-Bit)","5.11.0301","STF131281"
"Microsoft Silverlight","5.1.50918.0","STF131281"
"NI-DAQmx/LabVIEW shared documentation for 64 Bit Windows 20.0.0","20.00.49152","STF131281"
"NI System Configuration LV2020 64-bit Support 20.0.0","20.00.49152","STF131281"
"NI LabVIEW 2020 (64-bit) VI Library","20.00.49152","STF131281"
"Microsoft Visual Studio Tools for Applications 2017 x64 Hosting Support","15.0.27520","STF131281"
"NI-Xlator 19.5.0f0","19.50.49152","STF131281"
"NI Portable Configuration 19.5.0","19.50.49152","STF131281"
"NI Remote System Discovery Troubleshooting Wizard 20.0","20.00.49152","STF131281"
"NI JSON Map Files","20.00.49152","STF131281"
"NI-VISA ENET Passport (64-Bit) 20.0.0 64-Bit","20.00.49152","STF131281"
"NI LabVIEW Web Server 64-Bit for Run-Time Engine","20.00.49152","STF131281"
"SQL Server Management Studio for Analysis Services","15.0.18206.0","STF131281"
"NI MSI Properties 64-bit","21.50.49152","STF131281"
"NI TDM Excel Add-In 19.0","19.00.49152","STF131281"
"Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030","11.0.61030","STF131281"
"NI UsiCore 64-bit","19.60.49153","STF131281"
"NI-PXIPF Error 19.5.0 for 64-bit Windows","19.50.49152","STF131281"
"NI-VISA Driver Development Wizard 20.0.0","20.00.49152","STF131281"
"NI-VISA 20.0.0","20.00.49152","STF131281"
"NI System State Publisher","20.00.49152","STF131281"
"NI DataFinder Client API 64-bit","19.60.49152","STF131281"
"NI PXI Platform Services .NET Support 20.0","20.00.49152","STF131281"
"NI LabWindows/CVI 2019 Internet Library","19.00.49152","STF131281"
"NI LabWindows/CVI 2015 DLL Builder for LabVIEW","15.11.49152","STF131281"
"NI LabVIEW 2020 (64-bit)","20.00.49152","STF131281"
"NI-Mesa","17.11.49152","STF131281"
"NI-ORB 20.0","20.00.49153","STF131281"
"NI ActiveX Container","17.11.49152","STF131281"
"NI LabVIEW 2020 FPGA PID Support (64-bit)","20.00.49152","STF131281"
"NI Distributed System Manager 2020","20.00.49152","STF131281"
"NI LabVIEW 2020 License","20.00.49152","STF131281"
"SMART English (United Kingdom) Language Pack","11.4.19.0","STF131281"
"Microsoft .NET Runtime - 5.0.15 (x64)","40.60.31015","STF131281"
"NI Web Server Deployment Support for LabVIEW 2020 64-bit","20.00.49152","STF131281"
"RabbitMQ 3.7.3","3.7.3","STF131281"
"NI-MXDF 20.0.0f1 for 64 Bit Windows","20.00.49153","STF131281"
"NI VIPM Helper 2020","20.00.49152","STF131281"
"NI Logos 20.0","20.00.49152","STF131281"
"Microsoft Visual Studio Tools for Applications 2017 x86 Hosting Support","15.0.27520","STF131281"
"NI-DAQmx FSL Installer 20.0.0","20.00.49152","STF131281"
"NI System Configuration 20.0.0 LabVIEW Support","20.00.49152","STF131281"
"Configuration Manager Client","5.00.9058.1000","STF131281"
"NI-DAQmx Support for LabVIEW 2020 64-bit 20.0.0","20.00.49152","STF131281"
"NI OPCEnum Shared","5.63.49152","STF131281"
"NI DataPlugin Python 19.6 for Windows","19.60.49153","STF131281"
"NI Sync Domain Service 20.0.0","20.00.49152","STF131281"
"NI LabVIEW Runtime 2020","20.00.49153","STF131281"
"NI AFW Custom UI Assemblies","20.00.49152","STF131281"
"VISA Shared Components 5.12.0 (64-Bit)","5.12.0300","STF131281"
"NI-MXLC Core 20.0.0","20.00.49152","STF131281"
"Active Directory Authentication Library for SQL Server","15.0.1300.359","STF131281"
"NI Assistant Framework 64-bit","20.00.49152","STF131281"
"NI License Manager 64 bit","4.60.49152","STF131281"
"NI LabVIEW 2020 Database Connectivity Toolkit","20.00.49155","STF131281"
"NI-VISA TULIP Passport 20.0.0","20.00.49152","STF131281"
"NI Logos XT Support","20.00.49152","STF131281"
"Curriculum Surveyor Administrator","2.65.3","STF131281"
"iSalon","13.1.2","STF131281"
"ProSolutionTraining","13.0.0","STF131281"
"NI LabWindows/CVI Shared Runtime OpenMP 2019","19.00.49152","STF131281"
"NI LabVIEW 2020 (64-bit) VI Library","20.00.49152","STF131281"
"NI-MXLC (64-bit)","20.00.49152","STF131281"
"NI RabbitMQ Configuration for Skyline Products","19.60.49152","STF131281"
"NI LabVIEW 2020 (64-bit)","20.00.49152","STF131281"
"Microsoft Policy Platform","68.1.1010.0","STF131281"
"NI PXI Platform Software Error Files 19.0","19.00.49152","STF131281"
"NI Assistant Framework","20.00.49152","STF131281"
"NI Error Reporting 2020 (64-bit)","20.00.49152","STF131281"
"Java Auto Updater","2.8.161.12","STF131281"
"NI Error Reporting Interface 20.0 for Windows (64-bit)","20.00.49152","STF131281"
"NI-VISA Interactive Control 64-bit Registration","20.00.49152","STF131281"
"NI-VISA Runtime 20.0.0","20.00.49152","STF131281"
"NI System Monitor 20.0 64-bit","20.00.49152","STF131281"
"NI-VISA PXI Passport 20.0.0","20.00.49152","STF131281"
"NI RTSI Cable Core Installer for 64 Bit Windows 20.0.0","20.00.49152","STF131281"
"NI DataPlugin Python 19.6 for Windows 64-bit","19.60.49153","STF131281"
"NI AFW UI Assemblies","20.00.49152","STF131281"
"NI LabVIEW Runtime 2019 SP1 Non-English Support.","19.10.49152","STF131281"
"NI Physical Interface Extension Installer 20.0.0","20.00.49152","STF131281"
"NI-488.2 DLL Direct Entry Support 19.0","19.00.49152","STF131281"
"NI LabVIEW 2020 FPGA Fixed-Point Math Support (64-bit)","20.00.49152","STF131281"
"NI LabVIEW 2020 (64-bit) FPGA Umber Communication","20.00.49152","STF131281"
"SMART Common Files","11.5.159.0","STF131281"
"NI Controller Driver LabVIEW 2020 (64-bit) Support 20.0","20.00.49152","STF131281"
"NI LabVIEW 2018 Run-Time Engine Web Server","18.01.49152","STF131281"
"NI-VISA Errors 20.0.0","20.00.49152","STF131281"
"NI MAX Remote Configuration Installer 20.0","20.00.49152","STF131281"
"NI System Web Server Base 2020 (64-bit)","20.00.49152","STF131281"
"NI-488.2 64-bit Utilities 19.5","19.50.49152","STF131281"
"NI Assistant Framework 64-bit LabVIEW 2019 Support","20.00.49152","STF131281"
"NI LabWindows/CVI Instrument Driver Runtime 2019","19.00.49152","STF131281"
"NI Package Manager Deployment Support 22.5","22.50.49189","STF131281"
"NI LabVIEW 2019 Run-Time Engine Web Server","19.00.49152","STF131281"
"Office 16 Click-to-Run Localization Component","16.0.10391.20029","STF131282"
"Office 16 Click-to-Run Licensing Component","16.0.10391.20029","STF131282"
"LabVIEW FPGA Xilinx Compilation Tools for Vivado 2019.1","20.00.49152","STF131282"
"NI Trace Engine","20.00.49152","STF131282"
"LabVIEW FPGA Compilation Tool for Vivado 2019.1 - Part 1","20.00.49152","STF131282"
"Microsoft FSLogix Apps","2.9.8111.53415","STF131282"
"LabVIEW FPGA Compilation Tool for Vivado 2019.1 - Part 9","20.00.49152","STF131282"
"NI-Farm Errors 2020","20.00.49152","STF131282"
"Microsoft OLE DB Driver for SQL Server","18.3.0.0","STF131282"
"Microsoft Analysis Services OLE DB Provider","15.0.2000.20","STF131282"
"NI Service Locator 2020","20.00.49152","STF131282"
"ProMonitor Administration Utility","7.0.0","STF131282"
"NI Update Service 19.0 (64-bit)","19.00.49152","STF131282"
"NI Help Assistant 2.2.0","2.20.49152","STF131282"
"Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219","10.0.40219","STF131282"
"NI System Web Server Base 2020","20.00.49152","STF131282"
"ProMetrix","18.2.1","STF131282"
"Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40664","12.0.40664","STF131282"
"Microsoft Help Viewer 2.3","2.3.28107","STF131282"
"NI System API Client for WIF 20.0.0","20.00.49152","STF131282"
"Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219","10.0.40219","STF131282"
"NI Authentication 2020","20.00.49152","STF131282"
"Dameware Mini Remote Control x64","12.2.2.12","STF131282"
"SQL Server Management Studio","15.0.18358.0","STF131282"
"NI VC2012RTE x64","11.11.49152","STF131282"
"Microsoft Visual C++ 2019 X64 Minimum Runtime - 14.29.30139","14.29.30139","STF131282"
"NI Package Manager","22.50.49189","STF131282"
"Microsoft Visual C++ 2019 X64 Additional Runtime - 14.29.30139","14.29.30139","STF131282"
"NI Farm Server 2020","20.00.49152","STF131282"
"Microsoft Endpoint Configuration Manager Console","5.2107.1059.1000","STF131282"
"Maxx Audio Installer (x64)","2.7.9434.5","STF131282"
"WIF Core Dependencies Windows 20.0.0","20.00.49152","STF131282"
"Microsoft Silverlight 5.1","5.18.49152","STF131282"
"NI-RPC 19.0.0f0 for 64 Bit Windows","19.00.49152","STF131282"
"Python Launcher","3.10.7917.0","STF131282"
"Realtek Audio COM Components","1.0.2","STF131282"
"ProGeneral","19.4.0","STF131282"
"NI mDNS Responder 19.0.0","19.00.49152","STF131282"
"LabVIEW FPGA Compilation Tool for Vivado 2019.1 - Part 13","20.00.49152","STF131282"
"ProMonitor Training Administration Utility","7.0.0","STF131282"
"NI System State Publisher (64-bit)","20.00.49152","STF131282"
"PSI In-application Plugin","1.0.267","STF131282"
"Microsoft Visual Studio 2010 Tools for Office Runtime (x64)","10.0.60729","STF131282"
"NI Security Update (KB 67L8LCQW)","2.10.49152","STF131282"
"ProSolution","13.0.0","STF131282"
"NI Web-Based Configuration and Monitoring 20.0","20.00.49152","STF131282"
"Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40664","12.0.40664","STF131282"
"Microsoft Visual C++ 2019 X86 Additional Runtime - 14.29.30139","14.29.30139","STF131282"
"Java 8 Update 161","8.0.1610.12","STF131282"
"Java 8 Update 161 (64-bit)","8.0.1610.12","STF131282"
"NI MetaSuite Installer","19.00.49156","STF131282"
"NI Help Assistant 2.2.0 (64-bit)","2.20.49152","STF131282"
"ProVerify","18.1.0","STF131282"
"Microsoft Edge","107.0.1418.35","STF131282"
"ProResource","1.0.0","STF131282"
"NI Error Reporting Interface 20.0","20.00.49152","STF131282"
"NI Package Manager Core","22.50.49189","STF131282"
"Microsoft Visual C++ 2019 X86 Minimum Runtime - 14.29.30139","14.29.30139","STF131282"
